config_1,config_2,mean_1,mean_2,t_statistic,p_value,cohens_d,significant
Freeze transformer,Freeze transformer+proj,0.9827674,0.9852292,-0.45881531459909586,0.6676389117459913,-0.2901802838999695,False
Freeze backbone,Freeze blocks 0-8,0.9882002,0.9876061999999999,0.4452604875608427,0.6684051384348728,0.2816074585538667,False
Freeze transformer (BN frozen),Freeze blocks 0-5 (BN frozen),0.6102714,0.565195,0.43635165657572833,0.6779696114518721,0.27597301911337807,False
Freeze backbone+proj+transformer,Freeze backbone+proj+blocks 0-11,0.68455,0.6902378,-0.36640387137789965,0.7236112472387258,-0.23173415541150807,False
Freeze backbone+proj,Freeze blocks 0-11,0.9875212000000001,0.9878608,-0.3644167262673462,0.7256615165346465,-0.23047737449338485,False
Freeze backbone,Freeze blocks 0-11,0.9882002,0.9878608,0.28818221568278357,0.7826292245167054,0.18226243654229837,False
Freeze blocks 0-8,Freeze blocks 0-11,0.9876061999999999,0.9878608,-0.2512365147766753,0.8088674114519859,-0.15889592361936866,False
Freeze none,Freeze backbone+proj+blocks 0-3,0.976146,0.9747876,0.2372329131953266,0.8226436317805093,0.15003926833084913,False
Freeze transformer (BN frozen),Freeze blocks 0-11 (BN frozen),0.6102714,0.5994056,0.10025220104680344,0.9230801179434889,0.0634050591506031,False
Freeze backbone+proj,Freeze blocks 0-8,0.9875212000000001,0.9876061999999999,-0.07569135575819166,0.941552017520297,-0.04787141667639734,False
Freeze transformer,Freeze blocks 0-3,0.9827674,0.9822579999999999,0.07520012330483722,0.9419604619833498,0.04756073399375886,False
Freeze transformer,Freeze blocks 0-5,0.9827674,0.982428,0.05826890831150172,0.955456382118667,0.036852493407172296,False
Freeze backbone+proj+transformer,Freeze transformer+proj (BN frozen),0.68455,0.6883699999999999,-0.05034417149059328,0.9621609344757767,-0.03184044976487779,False
Freeze blocks 0-3,Freeze blocks 0-5,0.9822579999999999,0.982428,-0.03355191281419443,0.9742303285343836,-0.02122009286964885,False
Freeze backbone+proj+blocks 0-11,Freeze transformer+proj (BN frozen),0.6902378,0.6883699999999999,0.024652484593337354,0.9814699172444851,0.015591600259431175,False
